device,filter,filter_label,name,clean_name,elapsed_ms
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006207999773323536
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005791999865323305
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.838208198547363
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005632000043988228
cuda:0,16,graph,graph,graph,65.438720703125
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006175999995321035
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005760000087320805
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.002047999994829297
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.8373441696167
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.003263999940827489
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006144000217318535
cuda:0,16,graph,graph,graph,65.44384002685547
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.004095999989658594
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006527999881654978
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.0058559998869895935
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0028800000436604023
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0032319999299943447
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.8372802734375
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006111999973654747
cuda:0,16,graph,graph,graph,65.44588470458984
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.004095999989658594
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006304000038653612
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005824000108987093
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.003008000086992979
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.837311744689941
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006304000038653612
cuda:0,16,graph,graph,graph,65.44691467285156
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006271999794989824
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.0058559998869895935
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.838175773620605
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006271999794989824
cuda:0,16,graph,graph,graph,65.45613098144531
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006304000038653612
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005824000108987093
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0031999999191612005
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0022720000706613064
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83743953704834
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.0063680000603199005
cuda:0,16,graph,graph,graph,65.44895935058594
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006591999903321266
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005888000130653381
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.003008000086992979
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.003776000114157796
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83846378326416
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006240000016987324
cuda:0,16,graph,graph,graph,65.44895935058594
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006335999816656113
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005888000130653381
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83743953704834
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006016000173985958
cuda:0,16,graph,graph,graph,65.44588470458984
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.002047999994829297
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006271999794989824
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.0060800001956522465
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0022720000706613064
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.838303565979004
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006335999816656113
cuda:0,16,graph,graph,graph,65.43974304199219
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006207999773323536
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005888000130653381
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.004095999989658594
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.002976000076159835
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83737564086914
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0033919999841600657
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006144000217318535
cuda:0,16,graph,graph,graph,65.45305633544922
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.832320213317871
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006399999838322401
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.00595200015231967
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030400000978261232
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0033599999733269215
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83743953704834
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.0063680000603199005
cuda:0,16,graph,graph,graph,65.43974304199219
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.004095999989658594
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.0063680000603199005
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005696000065654516
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.003776000114157796
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83743953704834
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.0060800001956522465
cuda:0,16,graph,graph,graph,65.44384002685547
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006271999794989824
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005760000087320805
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.003008000086992979
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0029440000653266907
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83743953704834
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006111999973654747
cuda:0,16,graph,graph,graph,65.44486236572266
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006399999838322401
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005791999865323305
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.836416244506836
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.003135999897494912
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.0060800001956522465
cuda:0,16,graph,graph,graph,65.44384002685547
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006399999838322401
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.00595200015231967
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.003135999897494912
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.837247848510742
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0031679999083280563
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006399999838322401
cuda:0,16,graph,graph,graph,65.44486236572266
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.004095999989658594
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006432000081986189
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005760000087320805
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0029120000544935465
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030400000978261232
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83743953704834
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006304000038653612
cuda:0,16,graph,graph,graph,65.438720703125
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006624000146985054
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005760000087320805
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.002047999994829297
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.003103999886661768
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.838272094726562
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.03497600182890892
cuda:0,16,graph,graph,graph,65.44076538085938
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006111999973654747
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005696000065654516
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.004095999989658594
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.836735725402832
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.004095999989658594
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006175999995321035
cuda:0,16,graph,graph,graph,65.44576263427734
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006240000016987324
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.0058559998869895935
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0031999999191612005
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.838399887084961
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006432000081986189
cuda:0,16,graph,graph,graph,65.44691467285156
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006271999794989824
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005727999843657017
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0027520000003278255
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.002400000113993883
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.837408065795898
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.0060800001956522465
cuda:0,16,graph,graph,graph,65.43756866455078
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006399999838322401
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005663999821990728
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83846378326416
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006304000038653612
cuda:0,16,graph,graph,graph,65.44076538085938
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.002047999994829297
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.002047999994829297
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006271999794989824
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005824000108987093
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83743953704834
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.0060800001956522465
cuda:0,16,graph,graph,graph,65.44384002685547
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006304000038653612
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005824000108987093
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0029120000544935465
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.003135999897494912
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83743953704834
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006624000146985054
cuda:0,16,graph,graph,graph,65.44588470458984
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006111999973654747
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005696000065654516
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0023040000814944506
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0029120000544935465
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.837247848510742
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0031679999083280563
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006016000173985958
cuda:0,16,graph,graph,graph,65.44281768798828
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.834367752075195
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006560000125318766
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005824000108987093
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0028800000436604023
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.002848000032827258
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83846378326416
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006399999838322401
cuda:0,16,graph,graph,graph,65.45203399658203
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.0060800001956522465
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.005919999908655882
cuda:0,2,builtin,builtin kernel memtile_value_kernel,builtin kernel memtile_value_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.002976000076159835
cuda:0,1,kernel,forward kernel compute_residual_kernel_307f3567,compute_residual_kernel,11.83743953704834
cuda:0,1,kernel,forward kernel check_rtr_converged_kernel_0e232b9a,check_rtr_converged_kernel,0.0030720001086592674
cuda:0,4,memcpy,memcpy DtoH,memcpy DtoH,0.006496000103652477
cuda:0,16,graph,graph,graph,65.44998168945312
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel zero_scalar_kernel_4488849d,zero_scalar_kernel,0.0030720001086592674
cuda:0,1,kernel,forward kernel head_update_rms_and_snapshot_kernel_557460ec,head_update_rms_and_snapshot_kernel,11.833344459533691
